column1,camis,violation_code,violation_description,action,score,inspection_type,grade,grade_date,inspection_date,critical_flag,record_date
15276,50093440,04A,Food Protection Certificate not held by supervisor of food operations.,Violations were cited in the following area(s).,24,Cycle Inspection / Initial Inspection,NULL,NULL,2022-06-13 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15277,50084504,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,24,Cycle Inspection / Initial Inspection,NULL,NULL,2022-06-08 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15278,50018440,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,9,Cycle Inspection / Re-inspection,A,2021-08-12 00:00:00.0000000,2021-08-12 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15279,50107899,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,11,Pre-permit (Operational) / Re-inspection,A,2022-02-02 00:00:00.0000000,2022-02-02 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15280,41658324,04A,Food Protection Certificate not held by supervisor of food operations.,Violations were cited in the following area(s).,50,Cycle Inspection / Initial Inspection,NULL,NULL,2019-07-22 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15281,50084369,09A,Canned food product observed dented and not segregated from other consumable food items.,Violations were cited in the following area(s).,12,Pre-permit (Operational) / Initial Inspection,A,2019-02-07 00:00:00.0000000,2019-02-07 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15282,50038299,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,9,Cycle Inspection / Initial Inspection,A,2020-03-05 00:00:00.0000000,2020-03-05 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15283,41657408,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Violations were cited in the following area(s).,31,Cycle Inspection / Initial Inspection,NULL,NULL,2018-09-13 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15284,41441326,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,36,Cycle Inspection / Initial Inspection,NULL,NULL,2022-03-30 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15285,50074643,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,NULL,NULL,2019-04-24 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15286,40425021,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Violations were cited in the following area(s).,13,Cycle Inspection / Initial Inspection,A,2019-10-02 00:00:00.0000000,2019-10-02 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15287,50018385,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,8,Cycle Inspection / Re-inspection,A,2018-09-29 00:00:00.0000000,2018-09-29 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15288,50061316,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,32,Cycle Inspection / Initial Inspection,NULL,NULL,2020-03-05 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15289,40404080,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,A,2020-01-24 00:00:00.0000000,2020-01-24 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15290,41231660,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,21,Cycle Inspection / Initial Inspection,NULL,NULL,2019-12-03 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15291,50014342,04M,Live roaches present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,55,Cycle Inspection / Initial Inspection,NULL,NULL,2017-07-06 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15292,41603124,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Violations were cited in the following area(s).,NULL,Administrative Miscellaneous / Initial Inspection,NULL,NULL,2016-03-16 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15293,40396020,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,11,Cycle Inspection / Initial Inspection,A,2019-12-23 00:00:00.0000000,2019-12-23 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15294,41299964,20F,Current letter grade sign not posted.,Violations were cited in the following area(s).,NULL,Administrative Miscellaneous / Initial Inspection,NULL,NULL,2022-02-16 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15295,40722659,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Violations were cited in the following area(s).,NULL,Administrative Miscellaneous / Initial Inspection,NULL,NULL,2022-01-06 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15296,50058412,04A,Food Protection Certificate not held by supervisor of food operations.,Violations were cited in the following area(s).,55,Cycle Inspection / Initial Inspection,NULL,NULL,2019-04-24 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15297,40566335,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,16,Cycle Inspection / Initial Inspection,NULL,NULL,2019-10-29 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15298,50097040,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,23,Cycle Inspection / Initial Inspection,NULL,NULL,2022-05-17 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15299,50085171,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",No violations were recorded at the time of this inspection.,NULL,Administrative Miscellaneous / Compliance Inspection,NULL,NULL,2018-11-29 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15300,41546745,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,19,Cycle Inspection / Initial Inspection,NULL,NULL,2022-06-13 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15301,50091429,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,11,Cycle Inspection / Initial Inspection,A,2021-08-20 00:00:00.0000000,2021-08-20 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15303,41357064,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,20,Cycle Inspection / Initial Inspection,NULL,NULL,2019-08-08 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15304,41610168,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Violations were cited in the following area(s).,17,Cycle Inspection / Initial Inspection,NULL,NULL,2017-07-26 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15305,40366154,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,14,Cycle Inspection / Re-inspection,B,2020-01-07 00:00:00.0000000,2020-01-07 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15306,50041619,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,A,2022-02-24 00:00:00.0000000,2022-02-24 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15307,40942069,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,9,Cycle Inspection / Initial Inspection,NULL,NULL,2020-03-16 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15308,50114985,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Violations were cited in the following area(s).,24,Pre-permit (Operational) / Re-inspection,Z,2022-08-24 00:00:00.0000000,2022-08-24 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15309,41495887,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,A,2022-08-10 00:00:00.0000000,2022-08-10 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15310,50063064,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2020-02-06 00:00:00.0000000,2020-02-06 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15311,50051883,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Violations were cited in the following area(s).,17,Cycle Inspection / Initial Inspection,NULL,NULL,2022-07-27 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15312,50000337,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Violations were cited in the following area(s).,35,Cycle Inspection / Initial Inspection,NULL,NULL,2020-03-09 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15313,40369213,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,27,Cycle Inspection / Initial Inspection,NULL,NULL,2019-10-30 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15314,40939686,15A1,No Smoking permitted in an area where it is prohibited,Violations were cited in the following area(s).,NULL,Smoke-Free Air Act / Initial Inspection,NULL,NULL,2019-04-23 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15315,50067502,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2022-05-03 00:00:00.0000000,2022-05-03 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15316,50000641,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,7,Cycle Inspection / Re-inspection,A,2017-06-09 00:00:00.0000000,2017-06-09 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15345,50080305,10H,Proper sanitization not provided for utensil ware washing operation.,Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,A,2019-03-19 00:00:00.0000000,2019-03-19 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15317,40873175,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,26,Cycle Inspection / Initial Inspection,NULL,NULL,2020-03-03 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15318,50002464,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,29,Cycle Inspection / Initial Inspection,NULL,NULL,2019-12-20 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15319,50053174,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Violations were cited in the following area(s).,25,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2016-10-06 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15320,50105392,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,20,Cycle Inspection / Initial Inspection,N,NULL,2021-12-02 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15321,40739276,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,A,2020-03-03 00:00:00.0000000,2020-03-03 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15322,41302151,04M,Live roaches present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,31,Cycle Inspection / Initial Inspection,NULL,NULL,2022-01-18 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15323,50060814,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,32,Cycle Inspection / Initial Inspection,NULL,NULL,2019-01-24 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15324,50045458,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Violations were cited in the following area(s).,31,Inter-Agency Task Force / Initial Inspection,NULL,NULL,2019-08-24 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15325,50063305,10H,Proper sanitization not provided for utensil ware washing operation.,Violations were cited in the following area(s).,26,Cycle Inspection / Initial Inspection,NULL,NULL,2022-03-02 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15326,50107020,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Violations were cited in the following area(s).,14,Pre-permit (Operational) / Re-inspection,B,2021-12-02 00:00:00.0000000,2021-12-02 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15327,50070923,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Violations were cited in the following area(s).,26,Cycle Inspection / Re-inspection,Z,2022-03-03 00:00:00.0000000,2022-03-03 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15328,50079467,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Violations were cited in the following area(s).,9,Pre-permit (Operational) / Re-inspection,A,2019-02-08 00:00:00.0000000,2019-02-08 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15329,50012934,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,A,2019-06-24 00:00:00.0000000,2019-06-24 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15330,50061007,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,28,Cycle Inspection / Re-inspection,NULL,NULL,2020-01-29 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15331,41625562,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,7,Cycle Inspection / Re-inspection,A,2019-02-26 00:00:00.0000000,2019-02-26 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15332,50003984,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,30,Cycle Inspection / Initial Inspection,NULL,NULL,2019-11-14 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15333,50002416,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Establishment re-opened by DOHMH.,11,Cycle Inspection / Reopening Inspection,Z,2022-03-16 00:00:00.0000000,2022-03-16 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15334,41640757,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,40,Cycle Inspection / Initial Inspection,N,NULL,2022-04-12 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15335,41451271,04A,Food Protection Certificate not held by supervisor of food operations.,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,73,Cycle Inspection / Initial Inspection,NULL,NULL,2022-01-05 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15336,50053729,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Violations were cited in the following area(s).,40,Cycle Inspection / Initial Inspection,NULL,NULL,2022-05-27 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15337,41291603,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,24,Cycle Inspection / Initial Inspection,NULL,NULL,2019-05-06 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15338,41112819,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,12,Cycle Inspection / Re-inspection,A,2020-03-12 00:00:00.0000000,2020-03-12 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15339,50088413,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Violations were cited in the following area(s).,25,Cycle Inspection / Re-inspection,Z,2022-07-19 00:00:00.0000000,2022-07-19 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15340,50089994,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,13,Pre-permit (Operational) / Initial Inspection,A,2019-06-01 00:00:00.0000000,2019-06-01 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15341,50073766,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,32,Cycle Inspection / Initial Inspection,NULL,NULL,2019-12-13 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15342,50084397,06F,Wiping cloths soiled or not stored in sanitizing solution.,Violations were cited in the following area(s).,11,Pre-permit (Operational) / Initial Inspection,A,2019-03-27 00:00:00.0000000,2019-03-27 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15343,41471899,09B,Thawing procedures improper.,Violations were cited in the following area(s).,39,Cycle Inspection / Initial Inspection,NULL,NULL,2022-04-25 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15344,50074140,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,7,Cycle Inspection / Initial Inspection,A,2022-02-17 00:00:00.0000000,2022-02-17 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15346,41267350,02I,Food prepared from ingredients at ambient temperature not cooled to 41º F or below within 4 hours.,Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2021-08-16 00:00:00.0000000,2021-08-16 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15347,50039330,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,12,Cycle Inspection / Re-inspection,A,2019-06-26 00:00:00.0000000,2019-06-26 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15348,50092368,04A,Food Protection Certificate not held by supervisor of food operations.,Violations were cited in the following area(s).,19,Cycle Inspection / Initial Inspection,NULL,NULL,2019-12-10 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15349,50046846,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Violations were cited in the following area(s).,22,Cycle Inspection / Initial Inspection,NULL,NULL,2022-07-08 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15350,50081631,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,7,Cycle Inspection / Re-inspection,A,2019-07-12 00:00:00.0000000,2019-07-12 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15351,50085453,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Violations were cited in the following area(s).,45,Cycle Inspection / Initial Inspection,NULL,NULL,2019-07-17 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15352,41581350,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,7,Cycle Inspection / Initial Inspection,A,2019-05-09 00:00:00.0000000,2019-05-09 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15353,41598995,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Violations were cited in the following area(s).,25,Cycle Inspection / Initial Inspection,NULL,NULL,2019-12-10 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15354,41294887,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,4,Cycle Inspection / Re-inspection,A,2022-06-21 00:00:00.0000000,2022-06-21 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15355,50094428,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,20,Pre-permit (Operational) / Re-inspection,B,2019-08-20 00:00:00.0000000,2019-08-20 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15356,50041997,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,8,Cycle Inspection / Initial Inspection,A,2021-07-21 00:00:00.0000000,2021-07-21 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15357,50089065,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,46,Cycle Inspection / Initial Inspection,NULL,NULL,2022-03-25 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15411,50058330,02B,Hot food item not held at or above 140º F.,Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2018-04-03 00:00:00.0000000,2018-04-03 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15358,50107936,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Violations were cited in the following area(s).,33,Pre-permit (Operational) / Re-inspection,C,2021-12-15 00:00:00.0000000,2021-12-15 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15359,50035437,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Violations were cited in the following area(s).,9,Cycle Inspection / Initial Inspection,A,2022-04-26 00:00:00.0000000,2022-04-26 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15360,50115087,09B,Thawing procedures improper.,Violations were cited in the following area(s).,8,Pre-permit (Operational) / Initial Inspection,A,2022-06-07 00:00:00.0000000,2022-06-07 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15361,50033540,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Violations were cited in the following area(s).,11,Cycle Inspection / Initial Inspection,A,2022-08-03 00:00:00.0000000,2022-08-03 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15362,41175984,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,A,2022-01-20 00:00:00.0000000,2022-01-20 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15363,41387635,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,19,Cycle Inspection / Initial Inspection,NULL,NULL,2022-02-25 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15364,40400492,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,4,Cycle Inspection / Initial Inspection,A,2019-08-16 00:00:00.0000000,2019-08-16 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15365,41053093,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,A,2017-03-03 00:00:00.0000000,2017-03-03 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15366,41225436,09B,Thawing procedures improper.,Violations were cited in the following area(s).,11,Cycle Inspection / Initial Inspection,A,2019-04-03 00:00:00.0000000,2019-04-03 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15367,50051468,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Violations were cited in the following area(s).,22,Cycle Inspection / Initial Inspection,NULL,NULL,2019-12-11 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15368,50061125,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,11,Cycle Inspection / Initial Inspection,A,2019-12-30 00:00:00.0000000,2019-12-30 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
15369,40399729,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,0,Cycle Inspection / Initial Inspection,NULL,NULL,2022-02-03 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
15370,50043823,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,24,Cycle Inspection / Re-inspection,B,2017-08-05 00:00:00.0000000,2017-08-05 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
