column1,camis,dba,boro,building,street,zipcode,phone,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,cuisine_description
186962,41353639,WILLIAM GREENBERG JR DESSERTS,Manhattan,1100,MADISON AVENUE,10028,2128611340,40.77851486206055,-73.96053314208984,108,04,14200,1046749,1014940015,MN40,Coffee/Tea
243708,41353915,G'S HOMESTYLE COOKING,Queens,9508,SUTPHIN BOULEVARD,11435,7182629320,40.698219299316406,-73.80635833740234,412,28,20800,4214489,4100260009,QN61,Caribbean
179889,41353927,METRO CAFE,Bronx,1200,WATERS PLACE,10461,7189751198,40.84272766113281,-73.83837127685547,211,13,28400,2087151,2042260070,BX37,American
195290,41353929,PIZZARAMA,Queens,3715,FRANCIS LEWIS BOULEVARD,11358,7186317405,40.76265335083008,-73.78550720214844,411,19,113300,4136026,4061450033,QN46,Pizza
186455,41354008,NEW HOP SHING KITCHEN,Brooklyn,533,BLAKE AVENUE,11207,7189225086,40.66718673706055,-73.89922332763672,305,42,113400,3084260,3037670001,BK85,Chinese
213310,41354314,ISABELLA'S FROZEN TREATS,Queens,5503,69 STREET,11378,7182054237,40.72761535644531,-73.89547729492188,405,30,49302,4058518,4025000025,QN30,Frozen Desserts
243833,41354676,ALI BABA'S TERRACE,Manhattan,862,2 AVENUE,10017,2128888622,40.75246047973633,-73.97026062011719,106,04,9000,1038895,1013390001,MN19,Turkish
247420,41355257,CASTILLO RESTAURANT,Brooklyn,4020,5 AVENUE,11232,7184377676,40.65053939819336,-74.00466918945312,307,38,8200,3324369,3007140044,BK32,Latin American
154110,41355345,"CORNERSTONE TAVERN, THE STAG'S HEAD",Manhattan,961,2 AVENUE,10022,2128882453,40.755409240722656,-73.96814727783203,106,04,9800,1038445,1013240029,MN19,Irish
179522,41355657,PRIMA PIZZA,Queens,22270,BRADDOCK AVE,11428,7187406546,40.728416442871094,-73.73583221435547,413,23,55400,4230225,4107400027,QN34,Pizza
243071,41356229,INCHEON RESTAURANT,Queens,16225,DEPOT ROAD,11358,7183211533,40.76198196411133,-73.80290985107422,407,19,117100,4119562,4052850033,QN51,Korean
231667,41356235,VIACOM CAFETERIA,Manhattan,1515,BROADWAY,10036,2122586290,40.75762939453125,-73.98580169677734,105,03,11900,1024714,1010160036,MN17,Caribbean
191074,41356242,VIACOM EXECUTIVE DINING ROOM,Manhattan,1515,BROADWAY,10036,2122586290,40.75762939453125,-73.98580169677734,105,03,11900,1024714,1010160036,MN17,American
121098,41356248,REFRESH CAFE,Manhattan,1515,BROADWAY,10036,2128466290,40.75762939453125,-73.98580169677734,105,03,11900,1024714,1010160036,MN17,Coffee/Tea
181437,41356759,PETEY'S BURGER,Queens,3017,30 AVENUE,11102,7182676300,40.76716995239258,-73.92198181152344,401,22,7100,4007699,4005950103,QN71,Hamburgers
241227,41356909,GIUSEPPE PIZZERIA,Staten Island,4300,AMBOY ROAD,10312,7182278332,40.546043395996094,-74.15922546386719,503,51,15601,5073183,5052300033,SI54,Pizza
185821,41357064,THE RICHARDSON,Brooklyn,451,GRAHAM AVENUE,11222,7183890839,40.71891403198242,-73.94515228271484,301,34,47700,3067947,3027250121,BK90,American
235562,41357129,WALTER FOODS,Brooklyn,253,GRAND STREET,11211,7183878783,40.713436126708984,-73.95866394042969,301,34,51900,3062664,3023820021,BK73,American
194460,41357264,DUNKIN,Queens,9637,QUEENS BOULEVARD,11374,7182752949,40.729896545410156,-73.86170959472656,406,29,71701,4050423,4020880018,QN18,Donuts
245610,41357926,EL PASO TAQUERIA,Manhattan,64,EAST   97 STREET,10029,2129961739,40.78746795654297,-73.95267486572266,111,04,16002,1051450,1016020042,MN33,Mexican
75233,41358275,NAPOLI'S BEST PIZZA,Bronx,521,EAST TREMONT AVENUE,10457,7182990759,40.846717834472656,-73.89647674560547,206,15,39500,2011437,2030430077,BX01,Pizza
244219,41358592,ZERO OTTO NOVE TRATTORIA,Bronx,2357,ARTHUR AVENUE,10458,7182201027,40.85453414916992,-73.88844299316406,206,15,39100,2094635,2030650055,BX06,Italian
236807,41359238,GT PARADISE CARIBBEAN CUISINE,Brooklyn,4208,CHURCH AVENUE,11203,7188561846,40.651371002197266,-73.93788146972656,317,45,85800,3109785,3048960003,BK91,Caribbean
244931,41359575,VANILLA CAFE,Queens,8701,ROOSEVELT AVENUE,11372,7185070807,40.748138427734375,-73.879150390625,403,21,27900,4036273,4014750042,QN28,Bakery Products/Desserts
246513,41360078,ROMANCE BAR AND RESTAURANT,Staten Island,163,VAN PELT AVENUE,10303,7188164844,40.63239288330078,-74.1551742553711,501,49,23100,5027175,5011920001,SI12,Latin American
226856,41360079,FIVE LEAVES,Brooklyn,18,BEDFORD AVENUE,11222,7183835345,40.723575592041016,-73.95155334472656,301,33,56900,3322677,3026450036,BK76,American
241573,41360136,BUTTERFIELD CATERING,Manhattan,346,EAST   92 STREET,10128,2127728782,40.78119659423828,-73.94783020019531,108,05,15400,1050222,1015540031,MN32,American
225898,41360332,NEW WING WAH BAKERY,Manhattan,246,GRAND STREET,10002,2129411924,40.71828842163086,-73.99427795410156,103,01,1800,1005648,1004230028,MN27,Bakery Products/Desserts
246116,41360464,SNACK BAR,Queens,1111,131 STREET,11356,7189396300,40.78749084472656,-73.83734893798828,407,19,94500,4097283,4040110024,QN49,American
246863,41360467,WESTSIDE COFFEE SHOP RESTAURANT,Manhattan,323,CHURCH STREET,10013,2123340185,40.72015380859375,-74.00381469726562,101,01,3300,1002703,1002100001,MN24,Latin American
246492,41360469,SKY GARDEN AT SPA CASTLE,Queens,1111,131 STREET,11356,7189393507,40.78749084472656,-73.83734893798828,407,19,94500,4097283,4040110024,QN49,Korean
230685,41360734,GEE WHIZ,Manhattan,295,GREENWICH STREET,10007,2126087200,40.71600341796875,-74.01101684570312,101,01,2100,1066187,1001377502,MN24,American
154844,41360872,DUNKIN,Staten Island,2945,VETERANS ROAD WEST,10309,7189843717,40.52775192260742,-74.23187255859375,503,51,22600,5150130,5075110001,SI11,Donuts
209269,41360895,NINTH STREET ESPRESSO,Manhattan,341,EAST   10 STREET,10009,2127773508,40.72706604003906,-73.9803695678711,103,02,3400,1005143,1004040035,MN22,Coffee/Tea
173270,41361120,SOFIA PIZZA RESTAURANT,Brooklyn,2822,CONEY ISLAND AVENUE,11235,7185136300,40.587764739990234,-73.96039581298828,313,48,37000,3196031,3072240100,BK19,Pizza
231127,41361743,KING WOK,Bronx,725,ALLERTON AVENUE,10467,7182311000,40.86545181274414,-73.86626434326172,211,15,33800,2053580,2045100001,BX07,Chinese
110448,41362005,DUNKIN,Queens,24501,JAMAICA AVENUE,11426,7183470856,40.72480392456055,-73.72286224365234,413,23,161700,4176886,4086590001,QN43,Donuts
225741,41362111,PANNA II GARDEN INDIAN RESTAURANT,Manhattan,93,1 AVENUE,10003,2125984610,40.72617721557617,-73.986328125,103,02,3800,1006244,1004470030,MN22,Indian
26220,41362335,LUCY'S ASIAN KITCHEN,Queens,0,JOHN F. KENNEDY INTL AIRPORT,11430,7186566210,40.648311614990234,-73.78828430175781,483,28,71600,4000000,4142600001,QN98,Asian/Asian Fusion
124185,41362350,PHILLY CHEESESTEAKS,Queens,0,JOHN F. KENNEDY INTL AIRPORT,11430,7186566210,40.648311614990234,-73.78828430175781,483,28,71600,4000000,4142600001,QN98,American
204684,41362353,REVIVE (FOOD COURT BAR),Queens,0,JOHN F. KENNEDY INTL AIRPORT,11430,7186566210,40.648311614990234,-73.78828430175781,483,28,71600,4000000,4142600001,QN98,American
241708,41362369,FOOD HALL KITCHEN,Queens,NULL,JFK INTERNATIONAL AIRPORT,11430,3476422534,40.648311614990234,-73.78828430175781,NULL,NULL,NULL,NULL,NULL,NULL,American
166609,41362403,REVIVE (SC),Queens,NULL,JFK INTERNATIONAL AIRPORT,11430,7186566210,40.648311614990234,-73.78828430175781,NULL,NULL,NULL,NULL,NULL,NULL,American
167122,41362413,AERONUOVA,Queens,NULL,JFK INTERNATIONAL AIRPORT,11430,7186566210,40.648311614990234,-73.78828430175781,NULL,NULL,NULL,NULL,NULL,NULL,American
246822,41362423,CIBO EXPRESS GOURMET MARKET,Queens,0,JFK INTL. AIRPORT,11430,6464835087,40.648311614990234,-73.78828430175781,483,28,71600,4000000,4142600001,QN98,American
224961,41362427,CIBO EXPRESS GOURMET MARKET,Queens,0,JFK INTL. AIRPORT,11430,7186566210,40.648311614990234,-73.78828430175781,483,28,71600,4000000,4142600001,QN98,American
227535,41362438,NEW YORK SPORTS GRILL,Queens,NULL,JFK INTERNATIONAL AIRPORT,11430,3472293564,40.648311614990234,-73.78828430175781,NULL,NULL,NULL,NULL,NULL,NULL,American
28448,41362447,CIBO EXPRESS GOURMET MARKET,Queens,0,JFK INTL. AIRPORT,11430,7186566210,40.648311614990234,-73.78828430175781,483,28,71600,4000000,4142600001,QN98,Sandwiches/Salads/Mixed Buffet
79454,41362451,HORIZON BAKERY CAFE,Queens,0,JFK INTL AIRPORT,11430,7186566210,40.648311614990234,-73.78828430175781,483,28,71600,4000000,4142600001,QN98,Bakery Products/Desserts
171606,41362487,LA VIE,Queens,NULL,JFK INTERNATIONAL AIRPORT,11430,6464835087,40.648311614990234,-73.78828430175781,NULL,NULL,NULL,NULL,NULL,NULL,French
121149,41362513,5IVE STEAK,Queens,0,JOHN F. KENNEDY INTL AIR,NULL,6464775291,0,0,NULL,NULL,NULL,NULL,4,NULL,Steakhouse
142133,41362519,DEEP BLUE,Queens,0,JOHN F KENNEDY INTL AIRPORT,11430,7186566210,40.648311614990234,-73.78828430175781,483,28,71600,4000000,4142600001,QN98,Japanese
243806,41362524,CARIBBEAN KITCHEN,Queens,NULL,JFK INTERNATIONAL AIRPORT,11430,6464835087,40.648311614990234,-73.78828430175781,NULL,NULL,NULL,NULL,NULL,NULL,American
221804,41362527,CUSTOM BURGER,Queens,NULL,JFK INTERNATIONAL AIRPORT,11430,9177323654,40.648311614990234,-73.78828430175781,NULL,NULL,NULL,NULL,NULL,NULL,Hamburgers
236580,41362530,H&H BAGELS,Queens,0,JFK INTL. AIRPORT,11430,3476422534,40.648311614990234,-73.78828430175781,483,28,71600,4000000,4142600001,QN98,Sandwiches
154337,41362531,PIQUILLO,Queens,NULL,JFK INTERNATIONAL AIRPORT,11430,7186566210,40.648311614990234,-73.78828430175781,NULL,NULL,NULL,NULL,NULL,NULL,American
209571,41362540,"AUNT BUTCHIES, REVIVE BAR",Queens,NULL,JFK INTERNATIONAL AIRPORT,11430,6464775291,40.648311614990234,-73.78828430175781,NULL,NULL,NULL,NULL,NULL,NULL,Sandwiches
236247,41362553,REVOLUCION,Queens,NULL,JFK INTERNATIONAL AIRPORT,11430,3472668553,40.648311614990234,-73.78828430175781,NULL,NULL,NULL,NULL,NULL,NULL,Mexican
208430,41362560,CIBO EXPRESS GOURMET MARKET,Queens,NULL,JFK INTERNATIONAL AIRPORT,11430,7186566210,40.648311614990234,-73.78828430175781,NULL,NULL,NULL,NULL,NULL,NULL,Sandwiches/Salads/Mixed Buffet
140023,41362561,"WORLD BEAN, VELOCITY BAR (EC2)",Queens,NULL,JFK INTERNATIONAL AIRPORT,11430,3472665314,40.648311614990234,-73.78828430175781,NULL,NULL,NULL,NULL,NULL,NULL,American
196231,41362565,BASCOM CATERING & EVENTS,Bronx,940,GARRISON AVENUE,10474,7185424824,40.81821060180664,-73.89089965820312,202,17,9300,2005984,2027400075,BX27,American
209563,41362620,MAGNOLIA BAKERY,Manhattan,1240,AVENUE OF THE AMERICAS,10020,2127671123,40.75935363769531,-73.98080444335938,105,04,10400,1076262,1012657501,MN17,Bakery Products/Desserts
247181,41363092,THE GIBSON,Brooklyn,108,BEDFORD AVENUE,11249,7183876296,40.720130920410156,-73.95526885986328,301,33,51700,3061547,3022900024,BK73,American
206125,41363275,POPEYES,Brooklyn,2010,86 STREET,11214,7183731061,40.60442352294922,-73.99797821044922,311,47,28800,3166900,3063750034,BK28,Chicken
246914,41363485,LEO'S BAGELS,Manhattan,3,HANOVER SQUARE,10004,2127854700,40.70479965209961,-74.0096206665039,101,01,700,1000831,1000280001,MN25,Bagels/Pretzels
203936,41363595,HUDSON TERRACE,Manhattan,621,WEST   46 STREET,10036,2123159400,40.763614654541016,-73.99701690673828,104,03,12900,1087616,1010940018,MN15,American
244882,41363896,MARIO'S PIZZA,Bronx,79,EAST GUN HILL ROAD,10467,7182313086,40.88178634643555,-73.87977600097656,207,11,43100,2017814,2033280125,BX43,Pizza
215226,41363953,GRAMERCY TERRACE (GRAMERCY PARK HOTEL),Manhattan,2,LEXINGTON AVENUE,10010,2122012171,40.73830795288086,-73.9856185913086,106,02,6800,1017990,1008770018,MN21,American
123252,41364122,CHECKERS,Staten Island,2270,FOREST AVENUE,10303,7188164382,40.627044677734375,-74.16500854492188,501,49,30302,5149440,5016850046,SI12,Hamburgers
204280,41364268,LAVAGNA,Manhattan,545,EAST    5 STREET,10009,2129791005,40.72440719604492,-73.98332214355469,103,02,3200,1005062,1004010041,MN22,Italian
242068,41365003,CAFE WALLABOUT,Manhattan,1172,AMSTERDAM AVENUE,10027,2128656590,40.80790710449219,-73.96026611328125,109,07,20300,1084460,1019730001,MN09,Sandwiches/Salads/Mixed Buffet
221516,41365100,HAAGEN-DAZS,Manhattan,2905,BROADWAY,10025,2126625265,40.80628204345703,-73.96516418457031,109,07,19900,1057350,1018950055,MN09,Frozen Desserts
242459,41365127,YAQUE RIVER,Bronx,860,EAST TREMONT AVENUE,10460,9176003611,40.84305953979492,-73.88639068603516,206,17,36502,2086706,2029600061,BX17,Latin American
238014,41365219,HEALTHY EATERS JAMAICAN RESTAURANT,Queens,19910,LINDEN BOULEVARD,11412,7189497446,40.69418716430664,-73.75312805175781,412,27,37600,4271784,4126200005,QN08,Caribbean
215105,41365330,NEW EVERYBODY'S KITCHEN,Staten Island,581,MIDLAND AVENUE,10306,7189878888,40.57223129272461,-74.09295654296875,502,50,11202,5054740,5038110001,SI45,Chinese
215800,41365692,DUNKIN,Brooklyn,1243,SURF AVENUE,11224,7182650102,40.575557708740234,-73.98080444335938,313,47,35000,3336562,3072660265,BK23,Donuts
240130,41366039,NYC FAMOUS CHICKEN,Brooklyn,3367,FULTON STREET,11208,7182358232,40.68386459350586,-73.87144470214844,305,37,118400,3092270,3041310009,BK83,Chicken
237196,41366074,EE LANG,Queens,3627,164 STREET,11358,7184630074,40.76256561279297,-73.80178833007812,407,19,117500,4119566,4052870009,QN51,Korean
211295,41366152,DUNKIN,Bronx,3804,BOSTON ROAD,10475,7182318014,40.88135528564453,-73.83845520019531,212,12,46202,2095179,2052570001,BX13,Donuts
198361,41366281,CARIBBEAN STYLE CUISINE,Queens,14507,ROCKAWAY BOULEVARD,11436,7183226118,40.673641204833984,-73.79335021972656,412,28,18401,4261575,4120480083,QN76,Caribbean
192733,41366512,STARBUCKS,Manhattan,130,FULTON STREET,10038,2129620439,40.710365295410156,-74.00806427001953,101,01,1502,1087245,1000797502,MN25,Coffee/Tea
102931,41366519,STARBUCKS,Manhattan,1411,6 AVENUE,10019,2126641305,40.76468276977539,-73.97693634033203,105,04,13700,1023732,1010107505,MN17,Coffee/Tea
244204,41366593,CARACAS AREPA BAR,Brooklyn,291,GRAND STREET,11211,7182186787,40.71298599243164,-73.95744323730469,301,34,51900,3062687,3023830032,BK73,Spanish
185285,41366722,OSLO COFFEE ROASTERS,Brooklyn,133,ROEBLING STREET,11211,7187820332,40.71480941772461,-73.95670318603516,301,34,51900,3348756,3023460003,BK73,Coffee/Tea
226027,41366873,SMORGAS CHEF AT SCANDINAVIA HOUSE,Manhattan,58,PARK AVENUE,10016,2128479745,40.749290466308594,-73.979736328125,106,04,8200,1017208,1008670037,MN20,Scandinavian
228622,41366910,OSLO COFFEE ROASTERS,Brooklyn,328,BEDFORD AVENUE,11249,7187820332,40.713096618652344,-73.96219635009766,301,34,55100,3063096,3024170021,BK73,Coffee/Tea
247513,41367337,SUBWAY,Bronx,1646,BRUCKNER BOULEVARD,10473,7188421280,40.82402801513672,-73.8736343383789,209,18,2800,2094827,2036530050,BX09,Sandwiches
230889,41367788,LE BON PAIN,Queens,21165,JAMAICA AVENUE,11428,7184648160,40.71554183959961,-73.74755096435547,413,23,54200,4224638,4105460070,QN34,Bakery Products/Desserts
124746,41367922,FASHION INSTITUTE OF TECHNOLOGY DAVID DUBINSKY STUDENT CENTER,Manhattan,227,WEST   27 STREET,10001,2122175773,40.74711990356445,-73.99498748779297,105,03,9500,1014251,1007770018,MN17,American
174387,41367985,KENNEDY FRIED CHICKEN,Bronx,548,EAST  138 STREET,10454,7184015980,40.80696105957031,-73.91787719726562,201,08,2500,2000047,2022650045,BX39,Chicken
94390,41368400,DUNKIN,Queens,10702,GRAND CENTRAL PARKWAY,11369,7183978283,40.76773452758789,-73.86479949951172,403,21,35700,4596215,4200119999,QN27,Donuts
98769,41368406,DUNKIN,Queens,10801,GRAND CENTRAL PARKWAY,11369,7184781926,40.765193939208984,-73.8623275756836,403,21,33100,4596216,4200129999,QN98,Donuts
65614,41368488,PELHAM BAY AND SPLIT ROCK GOLF COURSE,Bronx,870,SHORE ROAD,10464,7188851258,40.87321853637695,-73.80847930908203,228,13,50400,2113522,2056500001,BX99,American
233381,41368569,TITA'S DONUTS AND COFFEE SHOP,Bronx,1930,GRAND CONCOURSE,10457,7189018425,40.850101470947266,-73.90545654296875,205,15,23502,2007721,2028100001,BX41,Bakery Products/Desserts
156693,41368836,GAGOPA KARAOKE,Manhattan,28,WEST   32 STREET,10001,2129675353,40.74772262573242,-73.98687744140625,105,04,7600,1015829,1008330060,MN17,Bottled Beverages
241055,41368926,VINEGAR HILL HOUSE,Brooklyn,72,HUDSON AVENUE,11201,7185221018,40.70273971557617,-73.98114776611328,302,33,2100,3325899,3000430026,BK38,American
242455,41368950,GOTHAM PIZZA,Manhattan,144,9 AVENUE,10011,2129898858,40.743892669677734,-74.00320434570312,104,03,8900,1013127,1007420072,MN13,Pizza
243565,41369239,NATIONAL BAKERY,Bronx,2214,WESTCHESTER AVENUE,10462,7187940360,40.83424377441406,-73.85111999511719,209,18,9200,2095401,2038230005,BX59,Bakery Products/Desserts
242012,41369327,MANDUCATIS RUSTICA VIG,Queens,4635,VERNON BOULEVARD,11101,7189371312,40.74598693847656,-73.95299530029297,402,26,700,4000378,4000470051,QN31,Italian
163340,41369411,FRANK'S PIZZA ITALIA,Bronx,772,CASTLE HILL AVENUE,10473,7188296280,40.82270812988281,-73.848876953125,209,18,9000,2022511,2036150028,BX09,Pizza
247398,41369777,LUANNE'S WILD GINGER,Brooklyn,112,SMITH STREET,11201,7188583880,40.68783950805664,-73.9897232055664,302,33,4300,3001040,3001870022,BK38,Vegetarian
189082,41370303,DUNKIN,Queens,23436,MERRICK BOULEVARD,11422,7187123577,40.674293518066406,-73.73567199707031,413,31,63200,4539019,4131980041,QN66,Donuts
165989,41370345,PRONTO PIZZA,Queens,4519,28 AVENUE,11103,7182744416,40.76349639892578,-73.90948486328125,401,22,14500,4012761,4007160001,QN70,Pizza
223031,41370362,HOUNDSTOOTH PUB,Manhattan,520,8 AVENUE,10018,2126430034,40.753604888916016,-73.99241638183594,105,03,10900,1083624,1007860001,MN17,American
247778,41370414,ARTHUR AVENUE CATERS,Bronx,611,CRESCENT AVENUE,10458,7182955033,40.85366439819336,-73.88800811767578,206,15,39100,2012149,2030740001,BX06,Italian
203898,41370420,DUNKIN,Staten Island,1300,HYLAN BOULEVARD,10305,7186671563,40.596588134765625,-74.0855712890625,502,50,6400,5128526,5032240014,SI14,Donuts
213762,41370481,INTERNATIONAL FLAVORS & FRAGRANCES,Manhattan,521,WEST   57 STREET,10019,2127087160,40.769561767578125,-73.98961639404297,104,06,13500,1027074,1010867501,MN15,American
245288,41370589,DELI & GRILL,Brooklyn,5001,4 AVENUE,11220,7187650080,40.6463737487793,-74.01265716552734,307,38,7800,3013242,3007910010,BK32,Latin American
240778,41370881,SHUN LI CHINESE RESTAURANT,Brooklyn,1468,PITKIN AVENUE,11212,7183428032,40.66835403442383,-73.91962432861328,316,41,90000,3080896,3035120047,BK81,Chinese
240141,41371272,LOCAL NYC,Manhattan,1,PENN PLAZA,10119,2126297070,40.75109100341797,-73.99292755126953,105,03,10100,1014387,1007830070,MN17,American
205859,41371276,GREAT WALL,Bronx,219,EAST  170 STREET,10456,7182937805,40.83839797973633,-73.91292572021484,204,14,22500,2007990,2028320028,BX14,Chinese
246136,41371387,FAIRFIELD INN,Queens,2866,COLLEGE POINT BOULEVARD,11354,7188889979,40.77153396606445,-73.84405517578125,407,19,90700,4570029,4043220001,QN23,American
246058,41371617,GU,Manhattan,155,EAST   52 STREET,10022,2127521142,40.757511138916016,-73.97087860107422,106,04,10000,1036468,1013070029,MN19,Japanese
230153,41371865,PRET A MANGER,Manhattan,880,3 AVENUE,10022,6468102422,40.757904052734375,-73.96925354003906,106,04,10000,1036473,1013080033,MN19,Soups/Salads/Sandwiches
221489,41371915,TRIO PIZZA GRILL,Brooklyn,1907,AVENUE U,11229,7189348137,40.59927749633789,-73.95237731933594,315,48,57800,3198279,3073240051,BK44,Pizza
247579,41372022,DON PACO LOPEZ PANADERIA,Manhattan,2129,3 AVENUE,10035,2128760700,40.79815673828125,-73.93984985351562,111,08,18800,1052567,1016660003,MN34,Bakery Products/Desserts
229863,41372091,GOSSIPS,Manhattan,733,9 AVENUE,10019,2122652720,40.763240814208984,-73.9891357421875,104,03,12700,1026650,1010590034,MN15,American
235801,41372224,DIWINE,Queens,4115,31 AVENUE,11103,7187771355,40.7608528137207,-73.91608428955078,401,22,14900,4011313,4006820102,QN70,Italian
228323,41372259,ANN & TONY'S RESTAURANT,Bronx,2407,ARTHUR AVENUE,10458,7189331469,40.85578536987305,-73.88737487792969,206,15,38900,2011919,2030660028,BX06,Italian
228270,41372275,WILFIE & NELL,Manhattan,228,WEST    4 STREET,10014,2122422990,40.73406982421875,-74.0029296875,102,03,7300,1011166,1006190069,MN23,Irish
239848,41372518,SHUN FAT KITCHEN,Brooklyn,1716,PITKIN AVENUE,11212,7189222286,40.66978454589844,-73.90994262695312,316,41,90600,3338516,3035220021,BK81,Chinese
228236,41372589,PALM RESTAURANT,Manhattan,200,CHAMBERS STREET,10007,6463956393,40.716854095458984,-74.01220703125,101,01,2100,1087716,1001427502,MN24,Steakhouse
232658,41372592,STRANGE LOVE BAR,Manhattan,229,EAST   53 STREET,10022,9174751131,40.75737380981445,-73.9686050415039,106,04,9800,1038552,1013270013,MN19,American
177174,41372630,KATSUNO,Queens,10301,METROPOLITAN AVENUE,11375,7185754033,40.71030044555664,-73.8498306274414,406,29,73100,4077538,4032400053,QN17,Japanese
243830,41372809,LIBERTADOR,Manhattan,1725,2 AVENUE,10128,2123486222,40.779998779296875,-73.95021057128906,108,05,15400,1048891,1015350021,MN32,Spanish
242567,41372877,ZINC,Manhattan,82,WEST    3 STREET,10012,2124779462,40.72978591918945,-73.99884033203125,102,01,6500,1008674,1005390019,MN23,American
240157,41372918,DONNYBROOK,Manhattan,3739,CLINTON STREET,NULL,2122287733,0,0,NULL,NULL,NULL,NULL,1,NULL,Irish
246882,41373149,CAROL'S BUN,Manhattan,139,EAST BROADWAY,10002,2125660203,40.71392059326172,-73.9915771484375,103,01,600,1003573,1002830035,MN28,Chinese
232927,41373642,SUBWAY,Manhattan,21,EAST  118 STREET,10035,2122890142,40.80158996582031,-73.94459533691406,111,09,18400,1053948,1017450014,MN34,Sandwiches
247074,41373803,Z-ONE DINER & LOUNGE,Staten Island,1821,RICHMOND AVENUE,10314,7184949100,40.603702545166016,-74.16271209716797,502,50,27301,5107287,5020300068,SI05,American
126669,41374102,STARBUCKS,Manhattan,240,PARK AVENUE SOUTH,10003,2123751416,40.73796844482422,-73.98800659179688,105,02,5200,1087725,1008487505,MN13,Coffee/Tea
231410,41374209,JOHN'S FRIED CHICKEN,Manhattan,512,WEST  207 STREET,10034,2125676489,40.86494827270508,-73.91946411132812,112,10,29300,1064780,1022220025,MN01,Chicken
235771,41374276,MELANY RESTAURANT,Brooklyn,785,FLATBUSH AVENUE,11226,7182820499,40.653472900390625,-73.95942687988281,314,40,79602,3328176,3050830017,BK60,Latin American
226518,41374397,DUFF'S BROOKLYN,Brooklyn,168,MARCY AVENUE,11211,7185992092,40.70877456665039,-73.95768737792969,301,34,52500,3063577,3024600025,BK73,Bottled Beverages
242620,41374456,LUCKY'S QUEENS,Queens,10011,ASTORIA BOULEVARD,11369,7185072900,40.7619514465332,-73.86909484863281,403,21,36700,4041277,4016580009,QN27,Chinese
227273,41374469,DUNKIN,Queens,13430,ATLANTIC AVENUE,11419,7182972992,40.69712829589844,-73.8143310546875,409,28,15200,4000000,4094500039,QN54,Donuts
223338,41374594,"DUNKIN', BASKIN ROBBINS, SUBWAY",Manhattan,302,5 AVENUE,10001,2122680686,40.746673583984375,-73.98585510253906,105,04,7600,1015816,1008330038,MN17,Sandwiches
220021,41374597,DUNKIN,Queens,3015,STRATTON STREET,11354,7183210567,40.769752502441406,-73.83474731445312,407,20,86900,4100747,4043690001,QN22,Donuts
243929,41374707,FRESH & CO,Manhattan,1211,6 AVENUE,10036,2127688080,40.758384704589844,-73.98153686523438,105,04,12500,1022678,1010000029,MN17,American
201744,41374711,NEW TU DO RESTAURANT,Manhattan,102,BOWERY,10013,2129662666,40.7177619934082,-73.99518585205078,102,01,4100,1003131,1002390031,MN24,Southeast Asian
185652,41374934,SKINFLINTS RESTAURANT,Brooklyn,7902,5 AVENUE,11209,7187451116,40.62638854980469,-74.02391052246094,310,43,13600,3150909,3059800042,BK31,American
208536,41375359,SIENA,Brooklyn,533,KINGS HIGHWAY,11223,7186765024,40.604488372802734,-73.96965026855469,315,44,42200,3177322,3066600049,BK25,Jewish/Kosher
246716,41375578,DENIZ RESTAURANT,Brooklyn,662,FULTON STREET,11217,7188526503,40.686744689941406,-73.97554016113281,302,35,3500,3059249,3021130035,BK68,Mediterranean
210348,41375603,CACHAPAS Y MAS,Manhattan,107,DYCKMAN STREET,10040,2123042224,40.86192321777344,-73.92494201660156,112,10,29100,1064719,1022170051,MN01,Latin American
218164,41375676,AU ZA'ATAR,Manhattan,188,AVENUE A,10009,2122545660,40.72892379760742,-73.9814224243164,103,02,3400,1005166,1004050008,MN22,American
234462,41376041,BAGEL BOSS,Manhattan,263,1 AVENUE,10003,2123889292,40.73217010498047,-73.9818344116211,106,02,4800,1020422,1009220021,MN21,Jewish/Kosher
182835,41376398,MASPETH PIZZA,Queens,7109,GRAND AVENUE,11378,7186395050,40.727840423583984,-73.89213562011719,405,30,49302,4058677,4025050083,QN30,Pizza
244060,41376444,DERA RESTAURANT,Queens,7209,BROADWAY,11372,7184766516,40.74757766723633,-73.89350128173828,403,25,29100,4029776,4012830041,QN28,Pakistani
247843,41376524,KAFFE 1668,Manhattan,275,GREENWICH STREET,10007,2126933750,40.715213775634766,-74.01123809814453,101,01,2100,1081076,1001327501,MN24,Coffee/Tea
230037,41376704,MARIO'S ITALIAN PIZZERIA,Bronx,3824,DYRE AVENUE,10466,7183258770,40.888248443603516,-73.83128356933594,212,12,48400,2066492,2049500094,BX03,Pizza
209210,41376760,PATISSERIE CLAUDE,Manhattan,187,WEST    4 STREET,10014,2122555911,40.73261260986328,-74.00191497802734,102,03,7100,1077823,1005927501,MN23,Bakery Products/Desserts
225054,41376798,LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES,Bronx,2029,GRAND CONCOURSE,10453,7187312608,40.8519172668457,-73.9040298461914,205,14,23501,2007693,2028080082,BX41,Mexican
96659,41376831,SEBA-SEBA BAKERY,Queens,8303,NORTHERN BOULEVARD,11372,7183354548,40.75567626953125,-73.88428497314453,403,25,32700,4034564,4014130044,QN28,Bakery Products/Desserts
